대여소_ID,대여건수,반납건수,총이용건수,주소1,주소2,위도,경도
ST-2946,8811.0,8904.0,17715.0,서울특별시 강서구 염창동 284-46,,37.550858,126.872337
ST-3316,8468.0,9234.0,17702.0,서울특별시 동대문구 천호대로 301 답십리역 지웰에스테이트,,37.566002,127.054314
ST-816,10586.0,7099.0,17685.0,서울특별시 강남구 강남대로 240,양재역 3번출구 주변,37.485157,127.034073
ST-3136,8677.0,9005.0,17682.0,서울특별시 성동구 성수일로10길 26 하우스디 세종타워,,37.546444,127.053322
ST-2935,8926.0,8730.0,17656.0,서울특별시 성북구 고려대로 104-1,,37.58625,127.030952
ST-1960,8677.0,8935.0,17612.0,서울특별시 구로구 개봉로19길 87 로얄파크,,37.493965,126.853043
ST-3143,8717.0,8895.0,17612.0,서울특별시 관악구 신림동 110-99,,37.472202,126.933907
ST-533,10042.0,7544.0,17586.0,서울특별시 강서구 등촌로 95 대일빌딩,,37.538521,126.863434
ST-970,8606.0,8967.0,17573.0,서울특별시 노원구 마들로 86,한내근린공원 남측,37.621555,127.069511
ST-572,9219.0,8351.0,17570.0,서울특별시 성북구 화랑로 지하 157,성북구 상월곡동 35-9,37.606068,127.047318
ST-1933,9223.0,8343.0,17566.0,서울특별시 금천구 시흥대로 315 금천롯데캐슬골드파크4차,,37.461346,126.897583
ST-321,9505.0,8044.0,17549.0,서울특별시 양천구 신월동 790,한국SGI 양천문화회관 앞,37.532547,126.830803
ST-2176,9832.0,7695.0,17527.0,서울특별시 용산구 삼개로 60 천년명가 청암자이,,37.534527,126.947182
ST-2008,10937.0,6582.0,17519.0,서울특별시 양천구 신정동 1316-7,,37.511673,126.832741
ST-1406,8863.0,8655.0,17518.0,서울특별시 서초구 효령로72길 60,한전아트센터 앞,37.486469,127.028061
ST-1809,8850.0,8657.0,17507.0,서울특별시 종로구 종로 152,,37.570313,126.994545
ST-765,8720.0,8769.0,17489.0,서울특별시 서초구 서초대로 지하 294,서초구 서초동 1748-6,37.494217,127.013786
ST-3032,8937.0,8527.0,17464.0,서울특별시 금천구 독산동 871-45,,37.461395,126.890038
ST-3207,8751.0,8689.0,17440.0,서울특별시 강남구 영동대로 214-2,,37.498615,127.068314
ST-1424,9982.0,7455.0,17437.0,서울특별시 성북구 성북동 142-1,,37.592968,127.002235
ST-2099,8993.0,8432.0,17425.0,서울특별시 도봉구 도봉로 461 우림빌딩,,37.646896,127.033432
ST-1620,8779.0,8637.0,17416.0,서울특별시 강동구 천호동 297-19,,37.54467,127.132675
ST-2500,8113.0,9297.0,17410.0,서울특별시 동대문구 장한로 191 동대문구청소년독서실,,37.576771,127.071892
ST-511,8716.0,8686.0,17402.0,서울특별시 강서구 방화동로 지하 30,강서구 공항동 산20-2,37.563347,126.810486
ST-81,8722.0,8660.0,17382.0,서울특별시 마포구 상암산로1길 71-7,,37.581089,126.880882
ST-757,8497.0,8865.0,17362.0,서울특별시 서초구 서초대로 지하 103,서초구 방배동 874-16,37.489052,126.992523
ST-1460,8468.0,8886.0,17354.0,서울특별시 성북구 동선동3가 230-1,,37.591396,127.020157
ST-2579,8681.0,8657.0,17338.0,서울특별시 송파구 오금동43,,37.508015,127.125946
ST-140,8510.0,8824.0,17334.0,서울특별시 중구 충무로1가 53-6,,37.561344,126.980507
ST-1914,8483.0,8830.0,17313.0,서울특별시 서초구 방배로 194-2 구두수선대,,37.489918,126.992081
ST-2165,8481.0,8820.0,17301.0,서울특별시 마포구 상암동 1695,,37.581982,126.89045
ST-2964,8585.0,8695.0,17280.0,서울특별시 금천구 서부샛길 606 대성디폴리스지식산업센터,,37.480175,126.876801
ST-2966,8611.0,8659.0,17270.0,서울특별시 강동구 상일동 34,,37.553028,127.180756
ST-1845,11081.0,6188.0,17269.0,서울특별시 강동구 명일동 359-4,,37.554569,127.145874
ST-2637,8572.0,8674.0,17246.0,서울특별시 금천구 범안로 1126(안양천 연결 엘리베이터),,37.465576,126.887245
ST-1873,9476.0,7764.0,17240.0,서울특별시 송파구 오금동 96,,37.508831,127.134262
ST-499,8642.0,8585.0,17227.0,서울특별시 강동구 명일동 289-21,,37.550037,127.146912
ST-825,8582.0,8631.0,17213.0,서울특별시 성북구 동소문로 1,한성대입구역6번출구 뒤,37.588764,127.00631
ST-16,8556.0,8643.0,17199.0,서울특별시 마포구 와우산로 56,89-2,37.549202,126.923203
ST-1893,8572.0,8605.0,17177.0,서울특별시 강남구 개포로 402 개포고등학교,,37.484852,127.058373
ST-316,8786.0,8380.0,17166.0,서울특별시 양천구 신정동 760-2,신정3동 현장민원실 앞,37.511585,126.84156
ST-767,8582.0,8578.0,17160.0,서울특별시 서초구 남부순환로 지하 2585,서초구 양재동 105-4,37.48399,127.03418
ST-3198,8578.0,8569.0,17147.0,서울특별시 동대문구 용두동 792-8,,37.574261,127.035454
ST-1886,8772.0,8328.0,17100.0,서울특별시 강남구 대치동 5-3,,37.496895,127.070137
ST-900,8850.0,8217.0,17067.0,서울특별시 송파구 새말로 62,송파구 문정동 305-24,37.480576,127.118568
ST-3244,8425.0,8637.0,17062.0,서울특별시 마포구 월드컵북로38길 53 월드컵참누리아파트,,37.572124,126.905975
ST-2032,8146.0,8907.0,17053.0,서울특별시 강서구 마곡중앙로 201 롯데중앙연구소,,37.570942,126.828316
ST-1655,8634.0,8386.0,17020.0,서울특별시 서초구 반포동 128-13,,37.498363,126.99115
ST-345,8218.0,8750.0,16968.0,서울특별시 서대문구 북가좌동 427-1,,37.577637,126.909653
ST-2731,8709.0,8254.0,16963.0,서울특별시 성북구 장위동 237-132,,37.617455,127.048447
ST-23,8406.0,8551.0,16957.0,서울특별시 마포구 창전로 76,100-18,37.549767,126.933174
ST-320,9064.0,7881.0,16945.0,서울특별시 양천구 신월동 790,양서중학교 옆,37.533047,126.829956
ST-1250,8801.0,8116.0,16917.0,서울특별시 강서구 양천로53길 30,서서울모터리움앞,37.565853,126.846596
ST-2697,8383.0,8517.0,16900.0,서울특별시 강동구 강동구 상일동 25-1,,37.552124,127.180641
ST-2904,8228.0,8668.0,16896.0,서울특별시 중랑구 동일로 540,,37.579845,127.08242
ST-2997,7074.0,9788.0,16862.0,서울특별시 구로구 서울 구로구 오류동 44-1,,37.494991,126.84185
ST-2000,8443.0,8417.0,16860.0,서울특별시 양천구 공항대로 552 목동대우마이빌,,37.549507,126.867218
ST-2129,8291.0,8562.0,16853.0,서울특별시 강북구 번동 612-3,,37.632381,127.039307
ST-3224,8802.0,7989.0,16791.0,서울특별시 양천구 신정동 759-5,,37.510612,126.842613
ST-261,8101.0,8687.0,16788.0,서울특별시 동대문구 용두동 65-25,용신동주민센터,37.575947,127.037361
ST-2207,8608.0,8161.0,16769.0,서울특별시 서대문구 북가좌동 474-2,,37.574284,126.906464
ST-1464,7965.0,8788.0,16753.0,서울특별시 도봉구 도봉로 707,우리은행 앞,37.667599,127.042999
ST-2673,8068.0,8677.0,16745.0,서울특별시 강남구 압구정로 130,,37.524227,127.02285
ST-3185,8221.0,8495.0,16716.0,서울특별시 강남구 남부순환로 2741,,37.48661,127.045509
ST-3323,8355.0,8347.0,16702.0,서울특별시 영등포구 국회대로56길 13,,37.524212,126.90995
ST-1680,9082.0,7608.0,16690.0,서울특별시 강남구 테헤란로 134,포스코피앤에스타워 (역삼역 3번출구 부근),37.499599,127.033752
ST-2794,8907.0,7746.0,16653.0,서울특별시 양천구 양천구 화곡로 64,,37.53936,126.828865
ST-1158,8353.0,8295.0,16648.0,서울특별시 서초구 서초동 1748-14,서초역 3번출구,37.49054,127.008163
ST-1754,8585.0,8015.0,16600.0,서울특별시 마포구 하늘공원로 108,,37.570122,126.881348
ST-2818,8317.0,8271.0,16588.0,서울특별시 영등포구 영등포구 영등포동2가 174-1,,37.518749,126.912209
ST-1466,9449.0,7132.0,16581.0,서울특별시 도봉구 해등로 218,쌍문현대1차아파트 108동 앞,37.65815,127.032669
ST-2866,8396.0,8133.0,16529.0,서울특별시 용산구 원효로4가 113-54,,37.532005,126.955559
ST-92,8560.0,7956.0,16516.0,서울특별시 마포구 매봉산로 8,상암월드컵파크 3단지 후문,37.571476,126.889687
ST-3269,8028.0,8473.0,16501.0,서울특별시 도봉구 방학동 726-155,,37.662891,127.045403
ST-1971,8206.0,8294.0,16500.0,서울특별시 영등포구 여의서로 60-2 가로판매대22,,37.531792,126.922455
ST-1163,7984.0,8511.0,16495.0,서울특별시 서초구 방배동 875-9,,37.488022,126.994118
ST-3280,7883.0,8598.0,16481.0,서울특별시 노원구 수락산로 214 구립 수락노인종합복지관,,37.671253,127.054749
ST-19,8182.0,8297.0,16479.0,서울특별시 마포구 독막로 지하165,243-3,37.547733,126.931763
ST-3149,8531.0,7934.0,16465.0,서울특별시 노원구 한글비석로14길 36 극동의푸른별 2차아파트,,37.658688,127.077591
ST-1884,8165.0,8209.0,16374.0,서울특별시 강남구 영동대로 517 아셈타워,,37.513935,127.059822
ST-2570,7838.0,8527.0,16365.0,서울특별시 서초구 양재천로 125-10 양재공영주차빌딩,,37.478539,127.041145
ST-2447,7893.0,8465.0,16358.0,서울특별시 용산구 한강로3가 6,,37.532482,126.964119
ST-2080,7491.0,8858.0,16349.0,서울특별시 노원구 노원로 75 한국원자력의학원,,37.629509,127.081039
ST-2266,8081.0,8231.0,16312.0,서울특별시 동대문구 한천로58길 151 이문동대성유니드아파트,,37.603622,127.070831
ST-1559,8261.0,8021.0,16282.0,서울특별시 강남구 개포로 지하 420,경기여자고등학교 후문 (삼성로3길 입구),37.48616,127.067238
ST-629,7934.0,8345.0,16279.0,서울특별시 금천구 시흥대로 198,시흥동 1000-92,37.451458,126.902115
ST-3287,8108.0,8145.0,16253.0,서울특별시 노원구 동일로 1449 도봉운전면허시험장,,37.664017,127.058174
ST-467,8126.0,8112.0,16238.0,서울특별시 은평구 녹번동 15-2,서울혁신파크,37.607025,126.933311
ST-1605,8131.0,8104.0,16235.0,서울특별시 종로구 종로 239,동대문 종합시장 버스정류장,37.571239,127.00441
ST-144,8309.0,7926.0,16235.0,서울특별시 종로구 종로 99,탑골공원 앞,37.570396,126.98819
ST-868,8046.0,8175.0,16221.0,서울특별시 노원구 동일로 1652,노원구 상계동 1118-9,37.673618,127.055252
ST-3200,7732.0,8483.0,16215.0,서울특별시 영등포구 신길동 195-3,,37.51157,126.913979
ST-3274,8892.0,7320.0,16212.0,서울특별시 노원구 상계동 140-357,,37.664753,127.076004
ST-248,7795.0,8406.0,16201.0,서울특별시 성동구 행당동 347-11,행당역 2번출구 앞,37.55735,127.029213
ST-2535,8308.0,7837.0,16145.0,서울특별시 마포구 마포구 상암동 1758,,37.583321,126.881561
ST-1343,8091.0,8044.0,16135.0,서울특별시 용산구 원효로 74,현대자동차서비스 앞,37.531422,126.9515
ST-3052,8061.0,8066.0,16127.0,서울특별시 중구 서애로 33 티엔에스빌딩,,37.559692,126.996483
ST-2340,9549.0,6573.0,16122.0,서울특별시 성동구 마장동 336-11,,37.563396,127.04187
ST-3004,8364.0,7736.0,16100.0,서울특별시 송파구 거여동 657-12,,37.484554,127.149193
ST-1141,7867.0,8228.0,16095.0,서울특별시 금천구 가산로9길 80,,37.475552,126.888458
ST-2214,8197.0,7897.0,16094.0,서울특별시 서대문구 수색로 100 DMC래미안e편한세상,,37.576263,126.911324
ST-1171,8284.0,7775.0,16059.0,서울특별시 강남구 신사동 501-5,신사동 가로수길 입구,37.517635,127.022453
ST-1465,7907.0,8134.0,16041.0,서울특별시 도봉구 방학로 102,방학사거리 (봄마당 앞),37.662979,127.041939
ST-1861,7896.0,8144.0,16040.0,서울특별시 송파구 장지동 905-1,,37.477993,127.137238
ST-2739,8131.0,7872.0,16003.0,서울특별시 강동구 상일동 133,,37.550583,127.165421
ST-1507,9871.0,6126.0,15997.0,서울특별시 강서구 공항대로 571,강서구보건소 (삼성디지털 프라자),37.549179,126.868797
ST-1449,9258.0,6716.0,15974.0,서울특별시 동대문구 사가정로 65,전농동 텃골공원,37.577621,127.052109
ST-41,7858.0,8105.0,15963.0,서울특별시 서대문구 연세로 50-1,89-4,37.560009,126.940735
ST-439,7934.0,8006.0,15940.0,서울특별시 용산구 한강대로 349,청파동입구 교차로,37.549026,126.971947
ST-957,8186.0,7743.0,15929.0,서울특별시 강남구 개포로 303,10동 앞,37.481384,127.053917
ST-2813,8041.0,7855.0,15896.0,서울특별시 영등포구 국제금융로 109-2 가로판매대59,,37.518509,126.934486
ST-1085,8330.0,7550.0,15880.0,서울특별시 송파구 문정동 627,장지동 글샘 공원,37.478809,127.120003
ST-3039,7205.0,8660.0,15865.0,서울특별시 성북구 화랑로32길 146-20 문화재청의릉지구관리소,,37.602898,127.058479
ST-1854,9789.0,6071.0,15860.0,서울특별시 송파구 송이로31길 52 문정시영아파트,,37.491123,127.135109
ST-3315,7903.0,7940.0,15843.0,서울특별시 영등포구 여의대로 38 금융감독원,여의도동 27,37.523491,126.921623
ST-799,7984.0,7847.0,15831.0,서울특별시 강남구 봉은사로 지하 601,봉은사역 5번출구 옆,37.514248,127.061119
ST-452,7408.0,8399.0,15807.0,서울특별시 은평구 진관동 5-8,은평뉴타운 푸르지오,37.648674,126.930702
ST-2551,7997.0,7796.0,15793.0,서울특별시 강서구 화곡로 206 삼영빌딩,,37.543827,126.843689
ST-346,7902.0,7868.0,15770.0,서울특별시 서대문구 연희로37안길 51,홍은동 정원여중 입구,37.586388,126.935127
ST-1213,7771.0,7988.0,15759.0,서울특별시 성북구 한천로 713 래미안장위퍼스트하이,,37.621407,127.051971
ST-635,9970.0,5782.0,15752.0,서울특별시 금천구 시흥대로150길 6,독산동 996-9,37.475319,126.898888
ST-36,7539.0,8208.0,15747.0,서울특별시 서대문구 명물길 33,31-69,37.557892,126.93808
ST-2877,8177.0,7561.0,15738.0,서울특별시 송파구 송파구 오금동 2,,37.510727,127.130402
ST-2730,8389.0,7348.0,15737.0,서울특별시 도봉구 방학동 606-5,,37.669273,127.032433
ST-473,7715.0,8007.0,15722.0,서울특별시 은평구 불광동 285-43,불광역 2번출구,37.609566,126.930977
ST-2916,7782.0,7914.0,15696.0,서울특별시 송파구 잠실동 349,,37.501171,127.085167
ST-2478,7507.0,8184.0,15691.0,서울특별시 강서구 양천로 743 나이아가라관광호텔,,37.54903,126.878365
ST-2095,7602.0,8081.0,15683.0,서울특별시 도봉구 마들로 916 방문자센터,,37.688267,127.048897
ST-1822,9842.0,5830.0,15672.0,서울특별시 종로구 사직동 9-2,,37.575291,126.968956
ST-1598,7802.0,7861.0,15663.0,서울특별시 강동구 강일동 736,,37.555809,127.173744
ST-2470,7733.0,7929.0,15662.0,서울특별시 은평구 불광로 41 LG Bestshop 불광점,,37.611568,126.930489
ST-1599,7168.0,8481.0,15649.0,서울특별시 성동구 금호로 30,독서당 인문아카데미센터,37.546089,127.02507
ST-2333,7561.0,8076.0,15637.0,서울특별시 성동구 자동차시장길 11 대승모터스,,37.559799,127.056328
ST-2417,7617.0,8008.0,15625.0,서울특별시 서초구 양재동 327-22,,37.467384,127.041458
ST-31,7814.0,7811.0,15625.0,서울특별시 마포구 신촌로 106,31-123,37.555054,126.937569
ST-2301,7464.0,8151.0,15615.0,서울특별시 중랑구 동일로 566 중랑경찰서용마지구대,,37.581112,127.080101
ST-1436,9560.0,6042.0,15602.0,서울특별시 중구 만리재로 175,서울역 센트럴 자이아파트,37.554108,126.965408
ST-887,7869.0,7732.0,15601.0,서울특별시 관악구 남부순환로 지하 1928,봉천동 1693-39,37.477028,126.963394
ST-2908,8007.0,7581.0,15588.0,서울특별시 강동구 강동구 강일동 469-9,,37.557404,127.176537
ST-1844,7802.0,7772.0,15574.0,서울특별시 강동구 고덕동 305,,37.560368,127.156593
ST-1528,7843.0,7727.0,15570.0,서울특별시 구로구 오리로 1197,금강수목원아파트 앞,37.48938,126.834198
ST-318,12386.0,3155.0,15541.0,서울특별시 양천구 신월동 1063-4,신일해피트리아파트 앞,37.517059,126.848488
ST-2591,7700.0,7829.0,15529.0,서울특별시 송파구 중대로70-2,,37.492016,127.117455
ST-2658,7773.0,7737.0,15510.0,서울특별시 서초구 반포동63-6,,37.501507,127.003479
ST-746,7898.0,7602.0,15500.0,서울특별시 서초구 고무래로 89 반포써밋,,37.500652,127.018616
ST-2757,7902.0,7589.0,15491.0,서울특별시 송파구 가락동 22-7,,37.50227,127.121956
ST-351,7908.0,7579.0,15487.0,서울특별시 서대문구 연희동 446-76,모래내고가차도,37.567657,126.917809
ST-3019,7794.0,7690.0,15484.0,서울특별시 마포구 서울 마포구 독막로 8,,37.547588,126.924644
ST-613,7451.0,8021.0,15472.0,서울특별시 도봉구 창동 426-6,,37.645821,127.050423
ST-2195,7707.0,7761.0,15468.0,서울특별시 서대문구 연희로41길 4 현대상가,,37.589283,126.936943
ST-1174,7539.0,7921.0,15460.0,서울특별시 강남구 도산대로 333,K+ 타워 앞,37.5233,127.038475
ST-330,7554.0,7892.0,15446.0,서울특별시 용산구 독서당로 18,한남 유수지 복개주차장,37.530167,127.007439
ST-3330,7548.0,7888.0,15436.0,서울특별시 영등포구 선유로 58,,37.518982,126.889404
ST-1269,7891.0,7540.0,15431.0,서울특별시 관악구 신림로 386,삼성디지털프라자관악점,37.488564,126.928482
ST-1019,7417.0,8013.0,15430.0,서울특별시 양천구 안양천로 939,목동운동장,37.530251,126.879303
ST-379,7686.0,7741.0,15427.0,서울특별시 광진구 동일로 459,중곡 성원APT 앞,37.571255,127.079803
ST-1704,7568.0,7851.0,15419.0,서울특별시 강남구 일원동 712-5,,37.491703,127.088226
ST-1360,8091.0,7324.0,15415.0,서울특별시 서초구 남부순환로 2620,SPC 앞,37.484798,127.036995
ST-3152,7438.0,7949.0,15387.0,서울특별시 강북구 번동 429-121,,37.635361,127.037674
ST-2696,7546.0,7818.0,15364.0,서울특별시 강동구 강일동 475-2,,37.557365,127.180138
ST-1906,7699.0,7658.0,15357.0,서울특별시 서초구 서초동 1688-12,,37.495564,127.01918
ST-1003,7673.0,7667.0,15340.0,서울특별시 양천구 화곡로 59,신월동 이마트,37.539551,126.8283
ST-3050,7914.0,7420.0,15334.0,서울특별시 도봉구 도봉구 마들로 805 (도봉동실내스포츠센터 앞),,37.681255,127.050476
ST-924,7488.0,7806.0,15294.0,서울특별시 동작구 동작대로 지하 3,동작구 사당동 1129,37.476891,126.980576
ST-3218,7508.0,7782.0,15290.0,서울특별시 노원구 동일로227길 85 상계주공11단지아파트,,37.664509,127.052704
ST-2188,7572.0,7704.0,15276.0,서울특별시 용산구 한남동 704-11,,37.535141,127.006004
ST-2632,7857.0,7412.0,15269.0,서울특별시 중랑구 봉화산로 190,,37.606411,127.094048
ST-1637,7652.0,7608.0,15260.0,서울특별시 성북구 하월곡동 46-126,,37.602356,127.039078
ST-770,7488.0,7767.0,15255.0,서울특별시 서초구 바우뫼로18길 14,서초구 양재동 127-1,37.473614,127.03051
ST-1560,7632.0,7622.0,15254.0,서울특별시 강남구 양재대로 478,구룡마을 입구 (래미안블레스티지 아파트),37.480881,127.063042
ST-899,7686.0,7553.0,15239.0,서울특별시 송파구 정의로 30,송파구 문정동 396-3,37.480843,127.118011
ST-3083,7115.0,8104.0,15219.0,서울특별시 용산구 용산동6가 69-170,,37.517941,126.983704
ST-2941,7773.0,7444.0,15217.0,서울특별시 송파구 오금로 551 e편한세상 송파 파크센트럴,,37.494556,127.15081
ST-1875,8339.0,6861.0,15200.0,서울특별시 송파구 양재대로 1218 올림픽선수기자촌아파트,,37.509975,127.133698
ST-2408,7634.0,7557.0,15191.0,서울특별시 광진구 군자로 114 세종초등학교,,37.552372,127.07354
ST-284,7806.0,7378.0,15184.0,서울특별시 영등포구 신길동 250-4,신길동 우리은행 옆,37.504566,126.910233
ST-830,7524.0,7645.0,15169.0,서울특별시 강동구 양재대로84길 63,,37.524254,127.135284
ST-651,7691.0,7472.0,15163.0,서울특별시 강북구 삼양로 474,수유동 317-3,37.645451,127.015617
ST-2607,7583.0,7546.0,15129.0,서울특별시 송파구 양산로4길 16,,37.48933,127.14605
ST-1892,7810.0,7290.0,15100.0,서울특별시 강남구 밤고개로26길 50 강남 한신휴플러스 6단지,,37.468296,127.104698
ST-764,8750.0,6325.0,15075.0,서울특별시 서초구 서초중앙로 지하 31,서초구 서초동 1748-38,37.484558,127.01487
ST-568,7516.0,7520.0,15036.0,서울특별시 중랑구 망우로55길 11-10,망우역 1번출구,37.599098,127.092949
ST-2463,7407.0,7624.0,15031.0,서울특별시 구로구 서울 구로구 개봉동 412-43,,37.49334,126.859177
ST-500,7529.0,7489.0,15018.0,서울특별시 강동구 강일동 706,,37.559399,127.171181
ST-1042,7469.0,7540.0,15009.0,서울특별시 강동구 상일동 440-3,상일초등학교,37.546841,127.172516
ST-1441,7443.0,7564.0,15007.0,서울특별시 용산구 보광로5길 40,보광동 삼성리버빌아파트 앞,37.52401,127.00145
ST-884,7597.0,7394.0,14991.0,서울특별시 관악구 관악로 217,동진빌딩 앞,37.484257,126.954697
ST-1110,7643.0,7338.0,14981.0,서울특별시 강북구 번동 386-17,번동 두산위브 101동 옆,37.636261,127.032173
ST-200,7489.0,7481.0,14970.0,서울특별시 마포구 아현동 329-15,아현역 4번출구 앞,37.557201,126.955666
ST-1075,7545.0,7396.0,14941.0,서울특별시 송파구 문정동 3-2,문정현대아파트 교차로,37.491131,127.125809
ST-2244,7129.0,7777.0,14906.0,서울특별시 은평구 진관4로 26 진관고등학교,,37.643509,126.924103
ST-247,9422.0,5477.0,14899.0,서울특별시 성동구 응봉동 134-26,응봉삼거리,37.553986,127.033592
ST-2821,7958.0,6930.0,14888.0,서울특별시 영등포구 영등포동 649-1,,37.514702,126.91214
ST-3289,7359.0,7525.0,14884.0,서울특별시 노원구 공릉로 351 한신청구아파트,,37.637897,127.067604
ST-1484,7473.0,7395.0,14868.0,서울특별시 은평구 불광로 64 불광롯데캐슬,,37.612801,126.932175
ST-153,7356.0,7507.0,14863.0,서울특별시 종로구 창경궁로 185,창경궁 입구,37.578979,126.996475
ST-1367,7294.0,7531.0,14825.0,서울특별시 송파구 마천로25길 18,거여초등학교 옆,37.504589,127.139366
ST-1589,7334.0,7486.0,14820.0,서울특별시 송파구 성내천로16길 17,오륜사거리,37.506939,127.139221
ST-1072,7507.0,7312.0,14819.0,서울특별시 송파구 가락동 10-15,오금역 3번 출구 뒤,37.501652,127.128181
ST-154,7482.0,7318.0,14800.0,서울특별시 종로구 창경궁로 109,세운스퀘어 앞,37.570957,126.997124
ST-889,7393.0,7397.0,14790.0,서울특별시 서초구 태봉로 131,서초구 우면동 23-14,37.4692,127.029007
ST-1423,7470.0,7317.0,14787.0,서울특별시 강북구 삼양로 299,수유1동 주민센터,37.630188,127.017738
ST-2166,8264.0,6519.0,14783.0,서울특별시 마포구 상암동 1133,,37.577114,126.898361
ST-298,7605.0,7165.0,14770.0,서울특별시 영등포구 신길동 249,우주마루아파트 201동 앞,37.507641,126.92308
ST-163,7469.0,7285.0,14754.0,서울특별시 중구 장충단로 지하230,동대문역사문화공원역 9번출구 앞,37.565331,127.007843
ST-3170,7271.0,7463.0,14734.0,서울특별시 영등포구 신길동,,37.513199,126.923523
ST-654,7377.0,7353.0,14730.0,서울특별시 강북구 삼양로 439,SK telecom(수유직영점),37.643085,127.016167
ST-1734,7341.0,7379.0,14720.0,서울특별시 금천구 가산디지털1로 19,대륭테크노타운 18차,37.467999,126.886841
ST-2116,8415.0,6278.0,14693.0,서울특별시 도봉구 해등로 242-18 현대아파트,,37.657967,127.03009
ST-768,8205.0,6474.0,14679.0,서울특별시 서초구 강남대로 193,서초구 양재동 105-4,37.481491,127.036728
ST-2971,6921.0,7757.0,14678.0,서울특별시 노원구 노원구 우이천로 102,,37.630005,127.044098
ST-1371,7009.0,7642.0,14651.0,서울특별시 강동구 강일동 695-1,,37.561203,127.180267
ST-784,7252.0,7397.0,14649.0,서울특별시 강남구 영동대로112길 66,삼성도로공원,37.515888,127.0662
ST-1122,7422.0,7223.0,14645.0,서울특별시 노원구 상계동 172-2,보훈회관 대여소,37.663792,127.075447
ST-2327,7545.0,7087.0,14632.0,서울특별시 성동구 행당동 33,,37.55658,127.043358
ST-3301,7140.0,7487.0,14627.0,서울특별시 노원구 상계로 97-4,,37.657036,127.065933
ST-1165,7204.0,7419.0,14623.0,서울특별시 서초구 양재동 67-12,일동제약 사거리,37.477829,127.038269
ST-956,7324.0,7268.0,14592.0,서울특별시 강남구 도곡로 205,도곡1동 주민센터 교차로,37.492809,127.041389
ST-2804,7539.0,7043.0,14582.0,서울특별시 노원구 상계동 996-2,,37.674366,127.059471
ST-695,8095.0,6482.0,14577.0,서울특별시 동작구 현충로 지하 220,동작구 동작동 326,37.503189,126.97715
ST-1426,7320.0,7231.0,14551.0,서울특별시 노원구 덕릉로 662 중계3단지주공영구임대아파트,,37.657455,127.075546
ST-2868,7155.0,7352.0,14507.0,서울특별시 강남구 자곡로 174-14,,37.472679,127.10376
ST-1422,7084.0,7402.0,14486.0,서울특별시 송파구 토성로 2,풍납동 자전거보관소,37.531471,127.111092
ST-2215,8995.0,5473.0,14468.0,서울특별시 서대문구 남가좌동 385-16,,37.574551,126.918266
ST-1899,7661.0,6790.0,14451.0,서울특별시 서초구 반포동 30-16,,37.503643,127.016022
ST-3114,7208.0,7237.0,14445.0,서울특별시 서대문구 홍은동 387-61,,37.577168,126.929062
ST-638,7284.0,7156.0,14440.0,서울특별시 금천구 시흥대로 435,독산동 152-12,37.4725,126.897957
ST-2521,7249.0,7163.0,14412.0,서울특별시 중구 을지로 66 하나금융그룹 명동사옥,,37.565891,126.984451
ST-1329,7041.0,7329.0,14370.0,서울특별시 은평구 진관3로 77,은평뉴타운구파발9단지,37.642609,126.921478
ST-694,6884.0,7472.0,14356.0,서울특별시 동작구 동작대로39길 22 이수힐스테이트,,37.494663,126.982445
ST-2382,7240.0,7108.0,14348.0,서울특별시 관악구 남부순환로 1868,,37.479465,126.956932
ST-3033,7122.0,7197.0,14319.0,서울특별시 서대문구 홍은동 387-61,,37.576756,126.928276
ST-2217,7164.0,7137.0,14301.0,서울특별시 서대문구 홍제동 295-33,,37.591862,126.944214
ST-2126,7168.0,7128.0,14296.0,서울특별시 강북구 덕릉로 176 예수그리스도 후기성도교회,,37.635204,127.033966
ST-3196,7250.0,7037.0,14287.0,서울특별시 금천구 범안로15길 21,,37.467541,126.892822
ST-2103,7254.0,7026.0,14280.0,서울특별시 도봉구 삼양로 610 산수디앤씨,,37.65728,127.013756
ST-2578,7205.0,7073.0,14278.0,서울특별시 송파구 송파동166-2,,37.502235,127.117287
ST-1025,7231.0,7043.0,14274.0,서울특별시 은평구 응암동 82-31,은평구청 교차로,37.6017,126.927422
ST-531,9203.0,5048.0,14251.0,서울특별시 강서구 등촌로 163-2 거리가게10,,37.544567,126.861969
ST-1853,7137.0,7079.0,14216.0,서울특별시 송파구 송이로 123 국립경찰병원,,37.495693,127.123856
ST-2117,7457.0,6757.0,14214.0,서울특별시 도봉구 쌍문동 45-13,,37.658051,127.035759
ST-125,7896.0,6288.0,14184.0,서울특별시 종로구 새문안로 102-2 가로판매대,,37.569962,126.976158
ST-3071,7297.0,6859.0,14156.0,서울특별시 송파구 거여동 657,,37.482944,127.140442
ST-2855,7059.0,7086.0,14145.0,서울특별시 구로구 서울 구로구 개봉동 204-20,,37.493858,126.856468
ST-2621,7152.0,6987.0,14139.0,서울특별시 송파구 방이동 88-18,,37.512756,127.126297
ST-2201,7047.0,7078.0,14125.0,서울특별시 서대문구 신촌로 103-2,,37.555504,126.937202
ST-932,6634.0,7475.0,14109.0,서울특별시 동작구 현충로 지하 90,동작구 현충로 104,37.508587,126.963493
ST-2733,7068.0,7033.0,14101.0,서울특별시 강동구 강동구 고덕로 130,,37.554688,127.139404
